entry_id, property_type, beds, location, price_19q1, price_19q3, price_19q4, price_20q1, price_20q2
6244,  All property types,  Three bed,  Raheny; Dublin 5, 1653.0, 1750.91, 1759.5, 1820.91, 1785.6
6245,  All property types,  Three bed,  Dublin 6, 2393.65, 2454.27, 2437.31, 2474.31, 2459.5
6248,  All property types,  Three bed,  Milltown; Dublin 6, 2351.88, 2515.87, 2499.74, 2444.46, 2430.56
6249,  All property types,  Three bed,  Ranelagh; Dublin 6, 2644.36, 2710.73, 2658.76, 2746.96, 2744.34
6250,  All property types,  Three bed,  Rathgar; Dublin 6, 2373.4, 2407.64, 2324.06, 2318.66, 2225.02
6251,  All property types,  Three bed,  Rathmines; Dublin 6, 2198.14, 2229.56, 2226.97, 2241.01, 2243.96
6253,  All property types,  Three bed,  Dublin 6W, 1903.17, 1951.42, 1940.04, 1918.92, 1945.23
6254,  All property types,  Three bed,  Harolds Cross; Dublin 6W, 1849.51, 1844.8, 1864.04, 1888.6, 1905.29
6255,  All property types,  Three bed,  Templeogue; Dublin 6W, 1762.78, 1847.42, 1780.11, 1791.54, 1828.34
6256,  All property types,  Three bed,  Terenure; Dublin 6W, 2009.65, 2072.66, 2051.8, 2036.12, 2022.35
6257,  All property types,  Three bed,  Dublin 7, 1685.61, 1740.2, 1754.61, 1793.18, 1835.55
6259,  All property types,  Three bed,  Cabra; Dublin 7, 1512.2, 1579.48, 1625.55, 1585.08, 1707.85
6260,  All property types,  Three bed,  Navan Road; Dublin 7, 1709.86, 1817.96, 1804.79, 1780.13, 1751.08
6265,  All property types,  Three bed,  Dublin 8, 2002.59, 2062.0, 2066.69, 2095.2, 2101.76
6269,  All property types,  Three bed,  Inchicore; Dublin 8, 1659.63, 1738.97, 1730.12, 1797.3, 1780.85
6270,  All property types,  Three bed,  Islandbridge; Dublin 8, 2412.67, 2414.3, 2400.31, 2388.37, 2384.24
6271,  All property types,  Three bed,  Kilmainham ; Dublin 8, 1980.4, 2049.33, 2075.74, 2054.89, 2063.15
6273,  All property types,  Three bed,  Rialto; Dublin 8, 1597.39, 1892.34, 1974.83, 1924.84, 1924.26
6274,  All property types,  Three bed,  South Circular Road; Dublin 8, 1597.39, 1649.45, 2038.14, 2054.85, 1678.07
6276,  All property types,  Three bed,  Dublin 9, 1712.98, 1801.79, 1803.18, 1787.62, 1822.12
6278,  All property types,  Three bed,  Beaumont; Dublin 9, 1775.49, 1844.49, 1795.3, 1709.39, 1711.81
6279,  All property types,  Three bed,  Drumcondra; Dublin 9, 1831.83, 1954.33, 2007.01, 1969.1, 2027.3
6280,  All property types,  Three bed,  Glasnevin; Dublin 9, 1822.16, 1970.61, 1658.19, 1670.8, 1678.07
6281,  All property types,  Three bed,  Santry; Dublin 9, 1613.51, 1678.87, 1678.81, 1708.84, 1746.54
6282,  All property types,  Three bed,  Whitehall; Dublin 9, 1634.47, 1736.64, 1724.08, 1750.1, 1678.07
6283,  All property types,  Three bed,  Dublin 10, 1378.08, 1432.79, 1452.95, 1466.85, 1465.48
6284,  All property types,  Three bed,  Ballyfermot; Dublin 10, 1316.28, 1359.43, 1405.77, 1403.88, 1413.65
6286,  All property types,  Three bed,  Dublin 11, 1436.39, 1459.02, 1490.43, 1513.9, 1549.48
6288,  All property types,  Three bed,  Finglas; Dublin 11, 1416.53, 1426.83, 1464.33, 1486.92, 1511.35
6289,  All property types,  Three bed,  Glasnevin; Dublin 11, 1607.0, 1605.4, 1606.21, 1670.86, 1695.34
6292,  All property types,  Three bed,  Dublin 12, 1540.28, 1605.91, 1633.75, 1634.75, 1660.1
6293,  All property types,  Three bed,  Crumlin; Dublin 12, 1529.8, 1645.99, 1694.33, 1707.63, 1705.13
6294,  All property types,  Three bed,  Drimnagh; Dublin 12, 1441.86, 1470.63, 1484.54, 1502.67, 1544.63
6295,  All property types,  Three bed,  Kimmage; Dublin 12, 1782.59, 1822.98, 1851.19, 1806.3, 1848.62
6296,  All property types,  Three bed,  Walkinstown; Dublin 12, 1479.52, 1482.84, 1477.9, 1468.34, 1522.92
6297,  All property types,  Three bed,  Dublin 13, 1724.44, 1722.13, 1702.08, 1721.47, 1699.52
6298,  All property types,  Three bed,  Baldoyle; Dublin 13, 1670.56, 1735.19, 1709.56, 1759.5, 1758.61
6299,  All property types,  Three bed,  Balgriffin; Dublin 13, 1802.59, 1803.09, 1779.85, 1797.77, 1783.85
6300,  All property types,  Three bed,  Clongriffin; Dublin 13, 1685.94, 1710.67, 1612.31, 1651.51, 1670.1
6301,  All property types,  Three bed,  Donaghmede; Dublin 13, 1318.43, 1649.45, 1658.19, 1360.27, 1370.3
6302,  All property types,  Three bed,  Sutton; Dublin 13, 1830.07, 1797.86, 1886.83, 1808.67, 1765.4
6303,  All property types,  Three bed,  Dublin 14, 2085.88, 2154.86, 2150.53, 2174.4, 2185.46
6304,  All property types,  Three bed,  Churchtown; Dublin 14, 2099.17, 2247.56, 2245.52, 2312.54, 2348.99
6305,  All property types,  Three bed,  Clonskeagh; Dublin 14, 2328.74, 2293.69, 2250.7, 2226.94, 2166.49
6306,  All property types,  Three bed,  Dundrum; Dublin 14, 2176.5, 2179.49, 2129.74, 2137.93, 2141.36
6308,  All property types,  Three bed,  Rathfarnham; Dublin 14, 1901.57, 1865.79, 1892.64, 1961.96, 1953.47
6309,  All property types,  Three bed,  Dublin 15, 1525.24, 1550.27, 1543.25, 1562.25, 1558.48
6310,  All property types,  Three bed,  Ashtown; Dublin 15, 1741.13, 1716.83, 1658.19, 1670.8, 1678.07
6311,  All property types,  Three bed,  Blanchardstown; Dublin 15, 1359.41, 1422.06, 1462.24, 1490.61, 1488.2
6313,  All property types,  Three bed,  Castleknock; Dublin 15, 1610.7, 1645.19, 1656.0, 1675.58, 1684.97
6314,  All property types,  Three bed,  Clonee; Dublin 15, 1356.52, 1465.16, 1497.87, 1499.48, 1489.09
6315,  All property types,  Three bed,  Clonsilla; Dublin 15, 1641.37, 1585.54, 1500.88, 1474.97, 1467.11
6317,  All property types,  Three bed,  Mulhuddart; Dublin 15, 1398.81, 1410.42, 1385.02, 1410.86, 1417.0
6318,  All property types,  Three bed,  Ongar; Dublin 15, 1498.33, 1495.65, 1528.72, 1484.35, 1496.21
6321,  All property types,  Three bed,  Tyrrelstown; Dublin 15, 1423.84, 1458.46, 1452.63, 1482.84, 1503.62
6322,  All property types,  Three bed,  Dublin 16, 1811.84, 1892.57, 1895.17, 1920.27, 1944.89
6323,  All property types,  Three bed,  Ballinteer; Dublin 16, 1864.8, 1819.87, 1758.78, 1797.46, 1871.87
6324,  All property types,  Three bed,  Dundrum; Dublin 16, 2169.71, 2352.73, 2379.84, 2425.99, 2403.7
6325,  All property types,  Three bed,  Knocklyon; Dublin 16, 1745.81, 1803.9, 1784.54, 1773.31, 1751.35
6326,  All property types,  Three bed,  Rathfarnham; Dublin 16, 1788.6, 1860.64, 1870.12, 1913.2, 1925.54
6328,  All property types,  Three bed,  Dublin 17, 1500.09, 1539.73, 1521.3, 1513.85, 1495.17
6329,  All property types,  Three bed,  Malahide Road; Dublin 17, 2132.49, 1987.76, 1658.19, 1670.8, 1678.07
6331,  All property types,  Three bed,  Dublin 18, 1983.79, 2048.18, 2045.09, 2092.92, 2140.94
6332,  All property types,  Three bed,  Cabinteely; Dublin 18, 1835.54, 1924.01, 1951.32, 1983.44, 2036.37
6334,  All property types,  Three bed,  Foxrock; Dublin 18, 2141.0, 1649.45, 1658.19, 1670.8, 1678.07
6335,  All property types,  Three bed,  Leopardstown; Dublin 18, 2164.76, 2143.72, 2150.77, 2187.25, 2163.63
6336,  All property types,  Three bed,  Sandyford; Dublin 18, 1946.91, 2058.32, 2041.07, 2083.23, 2171.25
6337,  All property types,  Three bed,  Stepaside; Dublin 18, 1825.15, 1649.45, 1658.19, 1670.8, 1678.07
6338,  All property types,  Three bed,  Dublin 20, 1572.82, 1598.41, 1589.46, 1564.28, 1555.29
6340,  All property types,  Three bed,  Palmerstown; Dublin 20, 1543.48, 1527.33, 1502.98, 1437.95, 1417.59
6341,  All property types,  Three bed,  Clondalkin; Dublin 22, 1370.48, 1426.12, 1434.57, 1451.53, 1474.55
6342,  All property types,  Three bed,  Dublin 24, 1473.72, 1516.23, 1548.05, 1559.28, 1558.78
6343,  All property types,  Three bed,  Ballycullen; Dublin 24, 1594.31, 1636.66, 1662.97, 1652.2, 1648.48
6344,  All property types,  Three bed,  Citywest; Dublin 24, 1587.29, 1635.21, 1656.96, 1659.2, 1650.86
6345,  All property types,  Three bed,  Firhouse; Dublin 24, 1504.27, 1607.66, 1646.14, 1676.96, 1685.52
6346,  All property types,  Three bed,  Tallaght; Dublin 24, 1451.38, 1474.86, 1502.69, 1508.75, 1504.23
2933,  Terrace house,  1 to 2 bed,  Rialto; Dublin 8, 1597.39, 1455.68, 1658.19, 1670.8, 1678.07
2936,  Terrace house,  1 to 2 bed,  Dublin 9, 1413.46, 1486.89, 1502.81, 1499.25, 1516.33
2939,  Terrace house,  1 to 2 bed,  Drumcondra; Dublin 9, 1423.83, 1378.38, 1460.88, 1477.35, 1543.05
2943,  Terrace house,  1 to 2 bed,  Dublin 10, 1299.71, 1337.69, 1368.73, 1325.79, 1340.09
2944,  Terrace house,  1 to 2 bed,  Ballyfermot; Dublin 10, 1332.73, 1367.84, 1390.78, 1341.74, 1331.04
2946,  Terrace house,  1 to 2 bed,  Dublin 11, 1304.87, 1315.07, 1323.73, 1432.52, 1470.31
2948,  Terrace house,  1 to 2 bed,  Finglas; Dublin 11, 1284.24, 1275.04, 1262.1, 1432.03, 1437.82
2952,  Terrace house,  1 to 2 bed,  Dublin 12, 1321.2, 1434.45, 1448.62, 1464.79, 1488.93
2953,  Terrace house,  1 to 2 bed,  Crumlin; Dublin 12, 1327.42, 1424.88, 1423.08, 1431.02, 1445.6
2954,  Terrace house,  1 to 2 bed,  Drimnagh; Dublin 12, 1264.71, 1388.38, 1446.38, 1461.62, 1475.21
2955,  Terrace house,  1 to 2 bed,  Kimmage; Dublin 12, 1597.39, 1484.97, 1658.19, 1670.8, 1527.93
2957,  Terrace house,  1 to 2 bed,  Dublin 13, 1425.84, 1467.51, 1562.89, 1590.37, 1678.07
2963,  Terrace house,  1 to 2 bed,  Dublin 14, 1623.56, 1710.52, 1714.5, 1742.04, 1734.51
2969,  Terrace house,  1 to 2 bed,  Dublin 15, 1279.69, 1280.17, 1287.78, 1271.91, 1299.76
2974,  Terrace house,  1 to 2 bed,  Clonee; Dublin 15, 1280.65, 1649.45, 1658.19, 1670.8, 1678.07
2991,  Terrace house,  1 to 2 bed,  Dublin 18, 1662.9, 1752.6, 1768.56, 1804.97, 1753.91
3001,  Terrace house,  1 to 2 bed,  Clondalkin; Dublin 22, 1198.25, 1210.9, 1202.47, 1189.92, 1224.99
4049,  Apartment,  1 to 2 bed,  Pearse Street; Dublin 2, 1668.78, 1740.01, 1789.41, 1753.54, 1758.7
4051,  Apartment,  1 to 2 bed,  Temple Bar; Dublin 2, 1631.76, 1649.45, 1658.19, 1670.8, 1678.07
4052,  Apartment,  1 to 2 bed,  Townsend Street; Dublin 2, 1721.57, 1751.55, 1726.79, 1729.71, 1751.82
4053,  Apartment,  1 to 2 bed,  Dublin 3, 1528.4, 1573.92, 1588.19, 1600.67, 1608.44
4054,  Apartment,  1 to 2 bed,  Clonliffe; Dublin 3, 1597.39, 1649.45, 1658.19, 1513.85, 1523.37
4055,  Apartment,  1 to 2 bed,  Clontarf; Dublin 3, 1546.45, 1615.87, 1617.98, 1614.48, 1625.42
4056,  Apartment,  1 to 2 bed,  Drumcondra; Dublin 3, 1529.29, 1489.74, 1452.29, 1419.46, 1678.07
4057,  Apartment,  1 to 2 bed,  East Wall; Dublin 3, 1669.48, 1711.36, 1726.2, 1778.56, 1773.23
4059,  Apartment,  1 to 2 bed,  Fairview; Dublin 3, 1423.45, 1418.91, 1441.43, 1443.74, 1467.23
4062,  Apartment,  1 to 2 bed,  Dublin 4, 1849.54, 1923.47, 1945.56, 1980.23, 1978.97
4063,  Apartment,  1 to 2 bed,  Ballsbridge; Dublin 4, 2038.28, 2160.19, 2204.35, 2234.95, 2234.37
4064,  Apartment,  1 to 2 bed,  Donnybrook; Dublin 4, 1793.26, 1786.33, 1793.11, 1788.14, 1787.24
4066,  Apartment,  1 to 2 bed,  Merrion; Dublin 4, 1560.65, 1594.14, 1610.8, 1673.12, 1720.7
4067,  Apartment,  1 to 2 bed,  Pembroke; Dublin 4, 1735.47, 1811.51, 1775.96, 1862.17, 1869.33
4068,  Apartment,  1 to 2 bed,  Ringsend; Dublin 4, 1716.21, 1784.11, 1776.1, 1784.38, 1802.0
4069,  Apartment,  1 to 2 bed,  Sandymount; Dublin 4, 1723.19, 1813.12, 1850.88, 1897.6, 1881.39
4070,  Apartment,  1 to 2 bed,  Dublin 5, 1432.93, 1499.81, 1517.08, 1551.83, 1546.02
4071,  Apartment,  1 to 2 bed,  Artane; Dublin 5, 1422.94, 1435.95, 1473.74, 1548.03, 1472.32
4072,  Apartment,  1 to 2 bed,  Killester; Dublin 5, 1310.4, 1649.45, 1658.19, 1670.8, 1678.07
4073,  Apartment,  1 to 2 bed,  Raheny; Dublin 5, 1442.33, 1500.65, 1511.22, 1513.97, 1483.86
4074,  Apartment,  1 to 2 bed,  Dublin 6, 1615.88, 1620.6, 1621.51, 1626.51, 1628.04
4076,  Apartment,  1 to 2 bed,  Harolds Cross; Dublin 6, 1597.39, 1649.45, 1658.19, 1670.8, 1824.48
4077,  Apartment,  1 to 2 bed,  Milltown; Dublin 6, 1867.79, 1875.69, 1881.23, 1891.03, 1906.36
4078,  Apartment,  1 to 2 bed,  Ranelagh; Dublin 6, 1619.23, 1680.43, 1675.01, 1676.21, 1676.98
4079,  Apartment,  1 to 2 bed,  Rathgar; Dublin 6, 1624.93, 1608.26, 1604.59, 1601.19, 1597.78
4080,  Apartment,  1 to 2 bed,  Rathmines; Dublin 6, 1453.25, 1481.65, 1498.26, 1511.1, 1507.15
4081,  Apartment,  1 to 2 bed,  Terenure; Dublin 6, 1421.12, 1555.06, 1603.12, 1602.36, 1588.84
4082,  Apartment,  1 to 2 bed,  Dublin 6W, 1542.83, 1608.34, 1596.47, 1569.68, 1611.24
4083,  Apartment,  1 to 2 bed,  Harolds Cross; Dublin 6W, 1349.45, 1365.36, 1364.53, 1311.02, 1347.37
4085,  Apartment,  1 to 2 bed,  Terenure; Dublin 6W, 1676.77, 1766.15, 1748.19, 1732.67, 1750.03
4086,  Apartment,  1 to 2 bed,  Dublin 7, 1403.75, 1451.94, 1473.87, 1493.86, 1503.08
4088,  Apartment,  1 to 2 bed,  Cabra; Dublin 7, 1384.67, 1470.5, 1435.66, 1401.57, 1412.25
4089,  Apartment,  1 to 2 bed,  Navan Road; Dublin 7, 1399.56, 1408.8, 1420.47, 1406.51, 1383.11
4091,  Apartment,  1 to 2 bed,  Phibsboro; Dublin 7, 1284.29, 1306.76, 1300.75, 1342.07, 1311.81
4092,  Apartment,  1 to 2 bed,  Smithfield; Dublin 7, 1575.56, 1647.01, 1663.04, 1679.15, 1692.11
4094,  Apartment,  1 to 2 bed,  Dublin 8, 1496.27, 1566.69, 1560.94, 1566.13, 1571.66
4095,  Apartment,  1 to 2 bed,  Christchurch; Dublin 8, 1535.26, 1594.03, 1590.85, 1577.37, 1535.74
4096,  Apartment,  1 to 2 bed,  Cork Street; Dublin 8, 1451.3, 1487.4, 1527.06, 1542.41, 1534.52
4098,  Apartment,  1 to 2 bed,  Inchicore; Dublin 8, 1357.48, 1387.34, 1360.34, 1365.66, 1364.95
4099,  Apartment,  1 to 2 bed,  Islandbridge; Dublin 8, 1748.32, 1766.39, 1781.61, 1799.34, 1818.88
4100,  Apartment,  1 to 2 bed,  Kilmainham ; Dublin 8, 1488.08, 1495.33, 1487.1, 1487.18, 1508.51
4101,  Apartment,  1 to 2 bed,  Portobello; Dublin 8, 1423.26, 1521.02, 1497.38, 1500.75, 1483.68
4102,  Apartment,  1 to 2 bed,  Rialto; Dublin 8, 1389.34, 1476.93, 1459.7, 1436.07, 1434.15
4103,  Apartment,  1 to 2 bed,  South Circular Road; Dublin 8, 1162.61, 1289.54, 1279.82, 1342.73, 1380.14
4105,  Apartment,  1 to 2 bed,  Dublin 9, 1397.81, 1464.45, 1486.35, 1504.17, 1526.77
4106,  Apartment,  1 to 2 bed,  Ballymun; Dublin 9, 1429.92, 1391.12, 1356.17, 1670.8, 1678.07
4107,  Apartment,  1 to 2 bed,  Beaumont; Dublin 9, 1327.45, 1390.64, 1421.48, 1404.83, 1401.25
4108,  Apartment,  1 to 2 bed,  Drumcondra; Dublin 9, 1427.04, 1463.14, 1457.16, 1450.93, 1483.62
4109,  Apartment,  1 to 2 bed,  Glasnevin; Dublin 9, 1243.91, 1285.43, 1269.84, 1292.62, 1291.5
4110,  Apartment,  1 to 2 bed,  Santry; Dublin 9, 1393.95, 1476.7, 1516.63, 1586.84, 1609.25
4112,  Apartment,  1 to 2 bed,  Dublin 10, 1277.89, 1351.6, 1342.85, 1368.96, 1363.67
4114,  Apartment,  1 to 2 bed,  Cherry Orchard; Dublin 10, 1295.12, 1345.05, 1365.05, 1350.44, 1327.84
4115,  Apartment,  1 to 2 bed,  Dublin 11, 1389.15, 1359.19, 1360.14, 1374.91, 1384.81
4116,  Apartment,  1 to 2 bed,  Ballymun; Dublin 11, 1313.84, 1360.09, 1347.14, 1318.49, 1349.36
4117,  Apartment,  1 to 2 bed,  Finglas; Dublin 11, 1405.71, 1331.52, 1316.13, 1330.91, 1329.83
4118,  Apartment,  1 to 2 bed,  Glasnevin; Dublin 11, 1336.13, 1383.8, 1410.85, 1383.12, 1374.0
4121,  Apartment,  1 to 2 bed,  Dublin 12, 1399.68, 1437.63, 1451.74, 1465.0, 1460.06
4122,  Apartment,  1 to 2 bed,  Crumlin; Dublin 12, 1223.16, 1306.46, 1398.31, 1507.6, 1531.68
4123,  Apartment,  1 to 2 bed,  Drimnagh; Dublin 12, 1444.73, 1441.28, 1456.48, 1494.92, 1525.65
4124,  Apartment,  1 to 2 bed,  Kimmage; Dublin 12, 1453.63, 1479.49, 1478.22, 1510.17, 1496.71
4126,  Apartment,  1 to 2 bed,  Dublin 13, 1510.83, 1514.44, 1516.4, 1580.38, 1585.06
4127,  Apartment,  1 to 2 bed,  Baldoyle; Dublin 13, 1471.95, 1476.74, 1491.58, 1473.28, 1476.03
4128,  Apartment,  1 to 2 bed,  Balgriffin; Dublin 13, 1387.5, 1498.48, 1493.03, 1670.8, 1678.07
4129,  Apartment,  1 to 2 bed,  Clongriffin; Dublin 13, 1425.43, 1464.86, 1456.58, 1478.53, 1467.47
4130,  Apartment,  1 to 2 bed,  Donaghmede; Dublin 13, 1333.77, 1649.45, 1658.19, 1670.8, 1678.07
4131,  Apartment,  1 to 2 bed,  Sutton; Dublin 13, 1546.53, 1649.45, 1658.19, 1670.8, 1678.07
4132,  Apartment,  1 to 2 bed,  Dublin 14, 1663.94, 1748.47, 1751.9, 1802.53, 1808.52
4133,  Apartment,  1 to 2 bed,  Churchtown; Dublin 14, 1806.97, 2048.62, 2074.32, 2092.57, 2124.28
4134,  Apartment,  1 to 2 bed,  Clonskeagh; Dublin 14, 1684.78, 1715.08, 1735.65, 1775.14, 1779.66
4135,  Apartment,  1 to 2 bed,  Dundrum; Dublin 14, 1683.53, 1720.55, 1706.89, 1702.58, 1674.47
4136,  Apartment,  1 to 2 bed,  Goatstown; Dublin 14, 1597.39, 1969.45, 1967.93, 2034.69, 2033.9
4137,  Apartment,  1 to 2 bed,  Rathfarnham; Dublin 14, 1542.67, 1563.59, 1578.2, 1575.77, 1578.66
4139,  Apartment,  1 to 2 bed,  Ashtown; Dublin 15, 1477.14, 1505.4, 1572.29, 1570.57, 1590.44
4140,  Apartment,  1 to 2 bed,  Blanchardstown; Dublin 15, 1378.7, 1408.1, 1435.07, 1442.56, 1455.5
4142,  Apartment,  1 to 2 bed,  Castleknock; Dublin 15, 1568.34, 1590.97, 1606.63, 1622.0, 1634.37
4143,  Apartment,  1 to 2 bed,  Clonee; Dublin 15, 1281.4, 1260.32, 1272.74, 1277.53, 1286.37
4144,  Apartment,  1 to 2 bed,  Clonsilla; Dublin 15, 1365.41, 1381.62, 1336.72, 1316.24, 1323.25
4146,  Apartment,  1 to 2 bed,  Mulhuddart; Dublin 15, 1268.81, 1649.45, 1658.19, 1670.8, 1678.07
4147,  Apartment,  1 to 2 bed,  Ongar; Dublin 15, 1240.53, 1252.59, 1240.22, 1261.15, 1285.52
4148,  Apartment,  1 to 2 bed,  Porterstown; Dublin 15, 1542.96, 1649.45, 1658.19, 1670.8, 1678.07
4149,  Apartment,  1 to 2 bed,  Royal Canal Park; Dublin 15, 1346.91, 1390.18, 1405.95, 1412.3, 1399.38
4150,  Apartment,  1 to 2 bed,  Tyrrelstown; Dublin 15, 1238.67, 1290.06, 1658.19, 1670.8, 1678.07
4151,  Apartment,  1 to 2 bed,  Dublin 16, 1667.5, 1717.57, 1716.29, 1747.6, 1752.79
4152,  Apartment,  1 to 2 bed,  Ballinteer; Dublin 16, 1625.31, 1660.27, 1659.08, 1637.74, 1669.54
4153,  Apartment,  1 to 2 bed,  Dundrum; Dublin 16, 1776.93, 1819.71, 1811.09, 1847.64, 1842.94
4154,  Apartment,  1 to 2 bed,  Knocklyon; Dublin 16, 1607.5, 1649.45, 1658.19, 1670.8, 1678.07
4155,  Apartment,  1 to 2 bed,  Rathfarnham; Dublin 16, 1568.99, 1600.72, 1614.58, 1621.99, 1608.66
4157,  Apartment,  1 to 2 bed,  Dublin 17, 1345.4, 1369.94, 1366.73, 1379.87, 1394.93
4158,  Apartment,  1 to 2 bed,  Malahide Road; Dublin 17, 1562.18, 1489.71, 1503.1, 1524.68, 1549.91
4160,  Apartment,  1 to 2 bed,  Dublin 18, 1673.26, 1718.99, 1717.23, 1725.94, 1740.23
4161,  Apartment,  1 to 2 bed,  Cabinteely; Dublin 18, 1466.47, 1514.02, 1520.73, 1528.89, 1539.29
4162,  Apartment,  1 to 2 bed,  Carrickmines; Dublin 18, 1607.79, 1629.5, 1647.73, 1658.97, 1648.07
4164,  Apartment,  1 to 2 bed,  Leopardstown; Dublin 18, 1876.22, 1885.51, 1857.68, 1860.99, 1851.18
4165,  Apartment,  1 to 2 bed,  Sandyford; Dublin 18, 1688.77, 1728.44, 1724.04, 1726.59, 1747.07
4166,  Apartment,  1 to 2 bed,  Stepaside; Dublin 18, 1557.32, 1605.14, 1614.65, 1636.23, 1624.91
4167,  Apartment,  1 to 2 bed,  Dublin 20, 1375.92, 1386.85, 1376.1, 1364.15, 1347.62
4168,  Apartment,  1 to 2 bed,  Chapelizod; Dublin 20, 1355.12, 1372.74, 1361.37, 1351.52, 1328.51
4170,  Apartment,  1 to 2 bed,  Clondalkin; Dublin 22, 1354.78, 1319.02, 1327.35, 1312.8, 1324.46
4171,  Apartment,  1 to 2 bed,  Dublin 24, 1346.83, 1351.78, 1343.81, 1352.15, 1363.46
4172,  Apartment,  1 to 2 bed,  Ballycullen; Dublin 24, 1437.77, 1451.21, 1460.05, 1456.51, 1440.18
4173,  Apartment,  1 to 2 bed,  Citywest; Dublin 24, 1338.55, 1371.19, 1376.21, 1391.12, 1404.4
4175,  Apartment,  1 to 2 bed,  Tallaght; Dublin 24, 1322.64, 1307.85, 1303.93, 1310.29, 1312.22
5186,  Other Flats,  1 to 2 bed,  Dun Laoghaire; Dublin, 1053.97, 1104.39, 1121.54, 1135.16, 1090.18
5206,  Other Flats,  1 to 2 bed,  Dublin 1, 1031.92, 1099.7, 1118.51, 1126.73, 1123.66
5211,  Other Flats,  1 to 2 bed,  Dublin 2, 1119.82, 1312.71, 1391.68, 1410.34, 1428.57
5222,  Other Flats,  1 to 2 bed,  Dublin 3, 966.11, 1003.84, 1013.51, 1070.73, 1113.62
5224,  Other Flats,  1 to 2 bed,  Clontarf; Dublin 3, 1005.5, 990.0, 958.62, 978.53, 1016.16
5225,  Other Flats,  1 to 2 bed,  Drumcondra; Dublin 3, 1003.88, 1028.49, 1032.59, 1077.72, 1046.37
5228,  Other Flats,  1 to 2 bed,  Fairview; Dublin 3, 840.32, 895.09, 940.17, 1065.6, 1154.62
5230,  Other Flats,  1 to 2 bed,  North Strand; Dublin 3, 1116.88, 1170.04, 1198.11, 1670.8, 1678.07
5231,  Other Flats,  1 to 2 bed,  Dublin 4, 1229.16, 1299.48, 1291.6, 1311.54, 1295.26
5232,  Other Flats,  1 to 2 bed,  Ballsbridge; Dublin 4, 1252.61, 1391.45, 1367.36, 1353.73, 1334.8
5233,  Other Flats,  1 to 2 bed,  Donnybrook; Dublin 4, 1204.12, 1237.77, 1249.44, 1297.93, 1327.63
5243,  Other Flats,  1 to 2 bed,  Dublin 6, 1045.64, 1096.35, 1098.48, 1101.29, 1110.95
5247,  Other Flats,  1 to 2 bed,  Ranelagh; Dublin 6, 1041.04, 1108.5, 1123.95, 1139.39, 1139.71
5248,  Other Flats,  1 to 2 bed,  Rathgar; Dublin 6, 1074.3, 1126.8, 1151.28, 1127.33, 1121.18
5249,  Other Flats,  1 to 2 bed,  Rathmines; Dublin 6, 1036.56, 1081.45, 1075.06, 1083.92, 1097.36
5251,  Other Flats,  1 to 2 bed,  Dublin 6W, 982.25, 1002.08, 1033.99, 1029.74, 1045.11
5252,  Other Flats,  1 to 2 bed,  Harolds Cross; Dublin 6W, 951.18, 1009.67, 1025.08, 1024.73, 1033.42
5254,  Other Flats,  1 to 2 bed,  Terenure; Dublin 6W, 1597.39, 1136.72, 1658.19, 1670.8, 1678.07
5255,  Other Flats,  1 to 2 bed,  Dublin 7, 919.73, 993.53, 1003.17, 1030.97, 1030.67
5257,  Other Flats,  1 to 2 bed,  Cabra; Dublin 7, 951.08, 1009.59, 1013.22, 1033.27, 1055.43
5259,  Other Flats,  1 to 2 bed,  North Circular Road; Dublin 7, 940.05, 985.13, 1009.56, 1670.8, 1678.07
5260,  Other Flats,  1 to 2 bed,  Phibsboro; Dublin 7, 830.7, 902.78, 902.58, 912.26, 914.38
5263,  Other Flats,  1 to 2 bed,  Dublin 8, 1008.13, 1054.13, 1061.61, 1086.65, 1084.53
5269,  Other Flats,  1 to 2 bed,  Kilmainham ; Dublin 8, 1597.39, 1649.45, 1064.04, 1110.82, 1121.42
5270,  Other Flats,  1 to 2 bed,  Portobello; Dublin 8, 1026.36, 1073.19, 1104.67, 1145.9, 1207.92
5271,  Other Flats,  1 to 2 bed,  Rialto; Dublin 8, 977.7, 1040.09, 1088.19, 1123.64, 1678.07
5272,  Other Flats,  1 to 2 bed,  South Circular Road; Dublin 8, 1597.39, 941.45, 961.38, 967.42, 978.87
5274,  Other Flats,  1 to 2 bed,  Dublin 9, 950.63, 974.86, 1009.48, 1017.74, 1040.83
5277,  Other Flats,  1 to 2 bed,  Drumcondra; Dublin 9, 953.18, 957.17, 975.27, 982.91, 1011.68
5284,  Other Flats,  1 to 2 bed,  Dublin 11, 1058.1, 1053.26, 1112.23, 1077.28, 1678.07
5290,  Other Flats,  1 to 2 bed,  Dublin 12, 1080.25, 1143.63, 1139.4, 1143.97, 1147.16
5291,  Other Flats,  1 to 2 bed,  Crumlin; Dublin 12, 1597.39, 1649.45, 1658.19, 1195.7, 1212.19
5293,  Other Flats,  1 to 2 bed,  Kimmage; Dublin 12, 1597.39, 1164.03, 1658.19, 1187.6, 1678.07
5307,  Other Flats,  1 to 2 bed,  Dublin 15, 1156.63, 1165.41, 1658.19, 1670.8, 1678.07
6347,  All property types,  1 to 2 bed,  Dublin, 1479.54, 1498.9, 1514.09, 1533.96, 1539.09
6348,  All property types,  1 to 2 bed,  Balbriggan; Dublin, 1081.92, 1137.95, 1169.16, 1178.29, 1189.59
